214,187,128,219,92,144
64,156,40,95,27,193
254,213,159,161,194,90
180,139,25,120,64,176
154,139,188,190,36,30
48,114,252,192,50,174
246,90,161,242,150,21
152,15,126,77,194,121
143,130,140,238,11,184
65,129,229,230,222,251
164,153,192,194,144,3
176,113,88,219,163,229
7,156,36,139,188,252
103,30,41,128,154,8
27,10,110,73,140,112
212,77,150,16,56,180
251,185,199,40,146,223
142,191,125,201,224,233
238,190,25,66,28,223
173,38,37,174,168,17
223,51,255,147,34,74
123,10,56,213,208,22
108,177,151,114,36,213
147,121,244,98,135,157
108,37,200,234,69,36
117,79,198,39,2,11
126,200,180,238,155,13
10,153,51,49,102,73
78,188,134,27,81,225
125,157,112,204,166,106
238,13,60,166,255,5
217,70,19,130,56,224
33,121,32,0,214,67
40,122,150,17,184,176
145,246,197,200,157,30
120,219,243,8,23,55
94,245,118,55,207,80
3,52,38,170,134,9
126,32,121,1,15,5
20,25,188,208,126,174
158,202,149,163,94,221
159,188,250,25,174,185
160,63,174,217,196,203
130,121,89,11,126,131
249,243,6,10,149,99
26,253,247,167,178,11
183,225,131,123,217,184
171,75,224,213,230,27
48,135,10,223,36,219
234,146,26,69,187,235
38,205,163,229,84,228
205,53,134,127,176,229
179,53,234,18,185,155
56,84,118,98,54,230
170,249,75,32,162,154
178,28,150,188,119,142
66,76,75,199,180,22
30,181,13,186,30,170
55,124,255,124,55,204
134,2,50,149,200,128
139,31,222,57,66,10
193,85,192,9,109,204
188,53,85,58,245,121
73,206,130,201,253,220
40,135,67,17,108,154
219,121,213,48,152,159
50,121,123,144,94,174
36,219,35,232,143,127
148,50,216,121,159,127
125,42,196,168,45,226
109,249,95,242,242,60
75,114,8,79,202,105
183,214,221,162,4,178
108,200,69,88,208,56
10,178,236,68,124,131
79,88,58,150,192,86
201,206,253,185,92,75
233,135,66,214,34,232
234,47,64,45,221,9
192,84,117,239,131,124
55,36,142,5,225,213
161,59,125,19,220,210
205,110,162,196,96,135
157,98,77,130,158,20
201,95,206,4,27,222
251,46,187,141,255,18
158,218,99,4,212,208
232,112,162,168,68,54
153,181,24,110,179,130
63,246,156,204,194,69
134,168,243,235,83,26
89,252,49,188,14,204
105,170,32,241,0,96
5,154,170,97,193,72
67,42,6,53,200,67
74,177,111,145,21,90
198,203,19,216,87,133
79,118,49,104,62,30
66,153,75,146,141,64
8,154,162,113,244,60
144,119,64,0,197,202
131,56,136,242,87,173
101,130,70,36,193,99
73,7,14,24,51,63
