214,187,128,219,92,144
64,156,40,95,27,193
254,213,159,161,194,90
180,139,25,120,64,176
154,139,188,190,36,30
48,114,252,192,50,174
246,90,161,242,150,21
152,15,126,77,194,121
143,130,140,238,11,184
65,129,229,230,222,251
164,153,192,194,144,3
176,113,88,219,163,229
7,156,36,139,188,252
103,30,41,128,154,8
27,10,110,73,140,112
212,77,150,16,56,180
251,185,199,40,146,223
142,191,125,201,224,233
238,190,25,66,28,223
173,38,37,174,168,17
223,51,255,147,34,74
123,10,56,213,208,22
108,177,151,114,36,213
147,121,244,98,135,157
108,37,200,234,69,36
117,79,198,39,2,11
126,200,180,238,155,13
10,153,51,49,102,73
78,188,134,27,81,225
125,157,112,204,166,106
238,13,60,166,255,5
217,70,19,130,56,224
33,121,32,0,214,67
40,122,150,17,184,176
145,246,197,200,157,30
120,219,243,8,23,55
94,245,118,55,207,80
3,52,38,170,134,9
126,32,121,1,15,5
20,25,188,208,126,174
158,202,149,163,94,221
159,188,250,25,174,185
160,63,174,217,196,203
130,121,89,11,126,131
249,243,6,10,149,99
26,253,247,167,178,11
183,225,131,123,217,184
171,75,224,213,230,27
48,135,10,223,36,219
234,146,26,69,187,235
38,205,163,229,84,228
205,53,134,127,176,229
179,53,234,18,185,155
56,84,118,98,54,230
170,249,75,32,162,154
178,28,150,188,119,142
66,76,75,199,180,22
30,181,13,186,30,170
55,124,255,124,55,204
134,2,50,149,200,128
139,31,222,57,66,10
193,85,192,9,109,204
188,53,85,58,245,121
73,206,130,201,253,220
40,135,67,17,108,154
219,121,213,48,152,159
50,121,123,144,94,174
36,219,35,232,143,127
148,50,216,121,159,127
125,42,196,168,45,226
109,249,95,242,242,60
75,114,8,79,202,105
183,214,221,162,4,178
108,200,69,88,208,56
10,178,236,68,124,131
79,88,58,150,192,86
201,206,253,185,92,75
233,135,66,214,34,232
234,47,64,45,221,9
192,84,117,239,131,124
55,36,142,5,225,213
161,59,125,19,220,210
205,110,162,196,96,135
157,98,77,130,158,20
201,95,206,4,27,222
251,46,187,141,255,18
158,218,99,4,212,208
232,112,162,168,68,54
153,181,24,110,179,130
63,246,156,204,194,69
134,168,243,235,83,26
89,252,49,188,14,204
105,170,32,241,0,96
5,154,170,97,193,72
67,42,6,53,200,67
74,177,111,145,21,90
198,203,19,216,87,133
79,118,49,104,62,30
66,153,75,146,141,64
8,154,162,113,244,60
144,119,64,0,197,202
131,56,136,242,87,173
101,130,70,36,193,99
58,193,204,191,157,162
32,109,93,6,157,21
209,229,240,66,0,21
53,39,172,214,108,247
160,63,19,29,10,85
46,203,64,18,218,194
38,115,36,102,14,156
159,41,58,173,106,150
21,19,160,89,230,70
131,221,52,231,66,173
114,119,6,78,175,225
6,193,159,231,142,232
254,98,220,141,164,13
194,126,156,79,75,73
193,40,90,187,36,250
32,240,62,83,104,71
28,117,97,160,237,194
37,59,252,181,164,221
102,117,193,47,114,7
218,143,52,32,115,61
112,179,217,182,254,100
61,224,29,151,106,68
4,119,194,39,36,145
144,68,232,160,241,240
185,123,149,168,154,112
35,184,54,213,42,121
222,169,111,123,227,103
113,181,233,130,185,168
18,153,207,174,226,163
214,41,226,218,18,9
89,236,168,83,151,17
52,4,176,193,18,117
185,104,33,155,178,68
55,173,251,254,147,145
2,188,236,49,208,199
225,161,33,123,170,194
114,242,131,219,225,243
175,247,199,47,41,113
137,121,222,113,5,17
213,18,57,21,96,203
140,218,27,3,126,224
179,141,253,194,65,187
141,69,102,249,251,20
161,140,67,56,177,73
116,26,220,203,110,165
139,117,171,237,10,161
216,247,13,49,123,1
21,229,44,33,35,36
50,122,242,164,241,109
249,241,170,21,142,226
111,183,246,222,188,33
210,71,214,212,150,59
116,80,8,109,227,31
155,108,199,24,207,141
112,111,48,27,47,231
20,91,26,39,60,12
177,19,189,214,22,86
171,30,83,180,223,182
203,73,57,85,9,137
241,11,140,110,171,190
165,153,45,115,12,93
94,9,140,62,208,158
86,138,243,70,242,45
156,4,128,244,113,87
240,239,35,254,57,194
239,183,251,60,157,231
134,73,156,146,79,135
227,188,240,16,225,218
105,142,51,145,253,202
137,132,236,161,44,49
123,110,2,81,169,132
70,190,182,159,72,112
152,29,27,45,83,93
165,61,51,213,211,166
167,110,148,85,47,136
19,233,49,156,187,226
172,119,141,248,32,126
155,40,150,156,47,39
216,94,182,179,254,171
143,193,71,154,39,183
13,37,208,83,87,49
127,220,185,238,121,154
234,157,129,208,59,85
160,188,56,252,1,13
114,61,82,59,33,222
165,36,140,110,194,218
150,214,42,235,132,169
55,12,138,170,114,90
229,101,228,210,82,198
173,185,114,243,147,106
130,99,62,173,106,55
19,3,44,67,96,87
122,43,246,60,51,248
67,77,9,104,245,70
136,126,242,41,241,206
8,208,201,70,199,236
163,53,108,9,185,189
184,132,236,205,239,226
92,2,173,196,30,71
179,15,19,204,40,252
21,68,145,19,88,211
137,90,157,20,253,195
155,62,40,62,137,150
86,69,204,3,241,237
70,249,223,210,211,86
224,202,65,137,66,188
165,160,196,147,64,94
149,0,172,175,95,12
177,161,99,86,205,80
75,38,50,89,198,199
187,58,31,203,178,174
222,230,249,14,33,137
235,189,20,26,123,152
11,91,157,213,117,40
22,198,199,3,30,178
2,21,87,77,137,68
182,46,41,229,129,21
65,99,244,19,53,48
178,162,150,244,100,113
250,205,161,69,182,7
157,246,214,46,33,84
151,57,89,163,29,175
92,96,207,167,4,151
27,14,218,47,108,204
64,235,18,16,181,112
219,191,183,186,214,124
164,200,74,124,152,79
23,183,113,22,217,233
55,207,91,246,81,41
103,234,157,226,79,39
159,252,109,139,38,131
18,28,79,168,68,211
191,51,205,29,108,3
247,45,212,247,223,17
77,242,44,186,129,126
215,147,174,134,106,77
30,195,85,123,75,226
216,192,100,73,158,82
192,154,129,102,95,58
135,110,93,212,4,70
118,184,217,78,102,181
192,22,80,24,49,123
238,126,19,190,24,72
158,32,250,68,209,189
76,252,213,140,143,50
212,241,209,198,88,205
73,74,85,97,35,44
212,153,16,45,66,199
13,137,146,119,132,18
215,79,31,179,180,118
61,194,212,39,195,74
213,118,248,122,200,185
11,71,162,61,40,223
43,28,155,158,164,119
83,32,239,94,24,216
208,208,117,47,117,242
172,70,235,219,119,114
0,212,187,22,38,203
152,159,141,169,176,21
19,36,200,231,101,133
58,233,191,162,151,238
231,140,70,11,43,86
67,19,156,231,32,56
58,245,76,164,183,2
47,129,241,237,120,178
11,150,81,22,149,77
33,90,81,79,110,154
94,241,1,125,5,153
82,79,171,254,197,63
114,164,139,65,173,245
56,217,255,227,25,144
231,215,165,99,213,149
141,50,28,137,118,60
237,133,1,56,119,207
242,103,224,67,253,15
129,189,194,23,202,137
178,186,94,216,104,97
20,109,18,48,192,196
216,189,139,11,29,146
175,156,5,36,37,10
13,158,9,47,77,183
208,86,247,180,183,39
107,165,42,31,209,208
0,198,198,101,112,228
130,157,194,138,44,254
141,56,118,104,52,251
93,219,213,237,49,97
114,198,45,74,81,233
254,172,18,96,111,232
42,166,30,30,162,84
228,72,73,5,142,182
101,21,91,85,250,62
59,115,18,151,126,12
3,209,167,172,33,41
16,221,180,194,69,154
129,222,154,137,154,63
162,66,75,210,52,218
124,131,153,104,200,28
58,157,14,240,229,189
44,46,20,183,116,1
200,15,180,244,170,119
174,117,229,162,61,111
70,103,131,184,69,20
248,236,5,81,201,30
96,164,211,97,208,136
173,145,135,167,230,113
123,104,254,51,183,167
168,69,5,193,169,149
237,73,133,55,153,166
70,108,207,141,181,143
239,75,25,193,212,0
77,81,98,51,35,64
49,28,173,167,91,224
252,152,34,228,113,40
59,52,78,187,209,47
31,253,177,239,24,207
148,193,189,248,252,237
208,225,246,94,187,194
47,64,103,191,66,189
61,181,2,165,6,16
152,237,171,115,226,192
156,13,178,6,85,192
102,186,21,73,217,213
169,51,173,11,52,118
66,140,151,137,143,153
15,198,125,137,67,73
186,44,64,241,128,54
67,57,60,235,135,140
61,43,102,226,147,83
29,102,81,141,66,8
210,22,27,34,219,49
28,79,253,76,46,241
123,180,154,147,62,34
125,224,83,115,113,89
182,70,96,47,214,236
42,54,252,50,253,12
233,92,217,180,43,189
222,141,50,46,102,174
57,243,127,40,66,4
6,71,2,214,16,228
178,230,66,206,39,52
186,236,37,253,110,176
115,89,133,205,0,197
74,135,99,147,85,98
24,24,142,35,208,105
196,78,23,203,114,69
74,229,69,6,161,94
49,30,192,104,22,190
88,16,75,171,178,65
1,191,248,22,23,217
1,237,183,38,33,94
160,92,214,68,56,243
29,98,123,48,131,78
250,95,58,57,104,103
153,62,174,228,56,247
203,178,70,91,25,95
129,10,197,246,127,171
227,222,230,196,173,114
33,3,203,221,189,54
172,49,232,210,252,82
121,25,223,6,175,98
114,13,7,130,229,68
32,254,107,87,213,129
146,3,72,22,89,32
142,179,89,27,177,205
1,1,92,227,236,135
80,189,70,224,171,114
10,42,222,117,170,168
254,180,209,216,188,53
113,233,186,164,25,179
34,246,83,14,102,69
235,47,210,51,156,100
217,118,217,47,251,154
49,36,75,210,124,20
0,189,208,207,84,65
149,2,205,164,103,217
81,205,244,39,185,193
129,240,150,140,121,99
248,144,127,36,141,99
47,198,209,69,130,245
71,43,231,216,45,16
45,42,236,10,232,106
39,117,37,118,47,123
244,215,142,81,127,172
33,168,241,239,151,108
89,88,179,109,170,87
51,119,227,59,1,133
65,70,101,144,246,128
211,173,228,166,248,162
144,27,55,213,61,76
3,50,247,209,216,160
12,240,65,187,137,53
196,91,255,96,134,32
55,253,241,110,173,177
217,160,37,83,230,5
191,50,128,109,120,84
215,84,243,148,67,88
174,188,131,236,135,8
168,131,190,39,101,239
129,213,1,57,23,251
148,116,202,106,189,240
